date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,year,month,weekday,weekofyear,is_weekend,rolling_mean_7,rolling_mean_14,rolling_std_7,lag_1,lag_7,lag_14,lag_30,lag_60,price_diff,discount_effect,price_ratio
2022-03-15,S001,P0001,Furniture,West,172,78,187,69.17,20,Cloudy,0,70.1,Winter,2022,3,1,11,0,101.28571428571429,140.85714285714286,62.603818535598016,74.0,32.0,28.0,149.0,177.0,-0.9299999999999926,1383.4,0.9867330974703142
2022-03-16,S001,P0001,Groceries,South,252,230,126,37.52,5,Cloudy,0,36.49,Autumn,2022,3,2,11,0,107.85714285714286,144.42857142857142,56.20625282958159,78.0,26.0,93.0,259.0,176.0,1.0300000000000011,187.60000000000002,1.028226629699471
2022-03-17,S001,P0001,Groceries,South,124,89,86,30.81,15,Sunny,1,30.91,Spring,2022,3,3,11,0,137.0,154.21428571428572,59.48108943185214,230.0,147.0,36.0,111.0,97.0,-0.10000000000000142,462.15,0.9967644785621227
2022-03-18,S001,P0001,Electronics,North,282,150,41,47.2,15,Snowy,0,43.88,Autumn,2022,3,4,11,0,128.71428571428572,158.0,61.84850924022412,89.0,141.0,284.0,373.0,69.0,3.3200000000000003,708.0,1.0756606482086033
2022-03-19,S001,P0001,Clothing,South,388,285,28,17.8,20,Rainy,0,20.76,Summer,2022,3,5,11,1,130.0,148.42857142857142,62.23878747747789,150.0,194.0,282.0,31.0,123.0,-2.960000000000001,356.0,0.8574176987390661
2022-03-20,S001,P0001,Electronics,East,83,40,68,33.07,15,Snowy,1,29.26,Summer,2022,3,6,11,1,143.0,148.64285714285714,83.65404951345747,285.0,95.0,192.0,27.0,211.0,3.8099999999999987,496.05,1.130211507104748
2022-03-21,S001,P0001,Groceries,North,100,58,160,75.75,15,Sunny,1,77.25,Summer,2022,3,0,12,0,135.14285714285714,137.78571428571428,91.15998495580641,40.0,74.0,348.0,27.0,79.0,-1.5,1136.25,0.9805823973356119
2022-03-22,S001,P0001,Electronics,North,163,114,83,69.56,5,Snowy,1,67.3,Autumn,2022,3,1,12,0,132.85714285714286,117.07142857142857,93.1279202162784,58.0,78.0,32.0,166.0,390.0,2.260000000000005,347.8,1.0335808271053748
2022-03-23,S001,P0001,Electronics,South,82,21,124,86.7,0,Sunny,1,87.39,Winter,2022,3,2,12,0,138.0,122.92857142857143,90.55201083723463,114.0,230.0,26.0,337.0,191.0,-0.6899999999999977,0.0,0.9921042462405028
2022-03-24,S001,P0001,Clothing,North,279,35,84,12.46,5,Cloudy,0,15.25,Summer,2022,3,3,12,0,108.14285714285714,122.57142857142857,89.61292423794784,21.0,89.0,147.0,191.0,79.0,-2.789999999999999,62.300000000000004,0.817048644558266
2022-03-25,S001,P0001,Electronics,South,441,31,137,45.18,0,Rainy,0,40.48,Autumn,2022,3,4,12,0,100.42857142857143,114.57142857142857,93.76363392925337,35.0,150.0,141.0,129.0,9.0,4.700000000000003,0.0,1.116106443649594
2022-03-26,S001,P0001,Groceries,South,81,4,128,81.93,20,Snowy,1,84.51,Summer,2022,3,5,12,1,83.42857142857143,106.71428571428571,94.06532684409116,31.0,285.0,194.0,177.0,189.0,-2.5799999999999983,1638.6000000000001,0.9694709537958875
2022-03-27,S001,P0001,Toys,South,324,289,95,78.21,10,Snowy,0,81.17,Autumn,2022,3,6,12,1,43.285714285714285,93.14285714285714,35.325695490743556,4.0,40.0,95.0,214.0,49.0,-2.960000000000008,782.0999999999999,0.9635332064145364
2022-03-28,S001,P0001,Groceries,West,393,49,57,68.54,0,Rainy,0,65.85,Summer,2022,3,0,13,0,78.85714285714286,107.0,99.1588432288123,289.0,58.0,74.0,106.0,164.0,2.690000000000012,0.0,1.0408502595519729
2022-03-29,S001,P0001,Electronics,West,110,3,65,65.91,5,Rainy,0,63.5,Winter,2022,3,1,13,0,77.57142857142857,105.21428571428571,99.53200011865043,49.0,114.0,78.0,68.0,97.0,2.4099999999999966,329.54999999999995,1.0379525924484105
2022-03-30,S001,P0001,Groceries,South,339,136,191,32.07,0,Snowy,0,35.44,Autumn,2022,3,2,13,0,61.714285714285715,99.85714285714286,101.58201003083539,3.0,21.0,230.0,344.0,47.0,-3.3699999999999974,0.0,0.9049094512106515
2022-03-31,S001,P0001,Clothing,South,358,85,151,63.02,0,Sunny,0,61.79,Autumn,2022,3,3,13,0,78.14285714285714,93.14285714285714,103.18660858113408,136.0,35.0,89.0,28.0,130.0,1.230000000000004,0.0,1.0199059686185519
2022-04-01,S001,P0001,Furniture,West,215,101,65,44.62,0,Cloudy,1,43.36,Summer,2022,4,4,13,0,85.28571428571429,92.85714285714286,101.41780626976414,85.0,31.0,150.0,93.0,200.0,1.259999999999998,0.0,1.029058803261346
2022-04-02,S001,P0001,Furniture,East,200,70,54,81.11,15,Sunny,1,85.3,Winter,2022,4,5,13,1,95.28571428571429,89.35714285714286,98.58450568879852,101.0,4.0,285.0,36.0,279.0,-4.189999999999998,1216.65,0.9508791382322229
2022-04-03,S001,P0001,Toys,South,208,32,142,51.04,15,Snowy,0,51.16,Summer,2022,4,6,13,1,104.71428571428571,74.0,91.28474550495689,70.0,289.0,40.0,284.0,38.0,-0.11999999999999744,765.6,0.9976542225069932
2022-04-04,S001,P0001,Furniture,North,70,54,197,70.04,10,Sunny,1,74.56,Summer,2022,4,0,14,0,68.0,73.42857142857143,44.51217062032937,32.0,49.0,58.0,282.0,71.0,-4.519999999999996,700.4000000000001,0.9393775564139544
2022-04-05,S001,P0001,Groceries,East,309,165,105,90.24,10,Snowy,0,94.06,Winter,2022,4,1,14,0,68.71428571428571,73.14285714285714,44.195453332193296,54.0,3.0,114.0,192.0,25.0,-3.8200000000000074,902.4,0.9593875229228659
2022-04-06,S001,P0001,Groceries,West,322,158,29,23.65,10,Rainy,0,20.38,Spring,2022,4,2,14,0,91.85714285714286,76.78571428571429,46.40915344853327,165.0,136.0,21.0,348.0,350.0,3.2699999999999996,236.5,1.1604508535569904
2022-04-07,S001,P0001,Furniture,South,84,26,134,67.82,0,Snowy,1,62.89,Winter,2022,4,3,14,0,95.0,86.57142857142857,50.464508980734664,158.0,85.0,35.0,32.0,69.0,4.929999999999993,0.0,1.0783906696786976
2022-04-08,S001,P0001,Furniture,East,322,130,173,27.4,15,Rainy,0,24.46,Spring,2022,4,4,14,0,86.57142857142857,85.92857142857143,56.92643540235968,26.0,101.0,31.0,26.0,62.0,2.9399999999999977,411.0,1.1201957807866798
2022-04-09,S001,P0001,Groceries,North,435,121,60,69.13,15,Cloudy,1,65.28,Spring,2022,4,5,14,1,90.71428571428571,93.0,59.16281006880993,130.0,70.0,4.0,147.0,12.0,3.8499999999999943,1036.9499999999998,1.0589765534656013
2022-04-10,S001,P0001,Groceries,East,292,282,200,96.48,5,Sunny,0,92.65,Summer,2022,4,6,14,1,98.0,101.35714285714286,59.326778664163534,121.0,32.0,289.0,141.0,16.0,3.8299999999999983,482.40000000000003,1.0413382578156225
2022-04-11,S001,P0001,Groceries,South,376,358,192,46.43,0,Rainy,1,50.45,Spring,2022,4,0,15,0,133.71428571428572,100.85714285714286,83.35609213031812,282.0,54.0,49.0,194.0,237.0,-4.020000000000003,0.0,0.9203169632672024
2022-04-12,S001,P0001,Clothing,West,381,238,139,74.25,15,Rainy,0,78.42,Summer,2022,4,1,15,0,177.14285714285714,122.92857142857143,109.87633741533942,358.0,165.0,3.0,95.0,203.0,-4.170000000000002,1113.75,0.9468246688568389
2022-04-13,S001,P0001,Electronics,East,433,279,79,78.35,10,Snowy,1,76.87,Autumn,2022,4,2,15,0,187.57142857142858,139.71428571428572,111.97597531443539,238.0,158.0,136.0,74.0,29.0,1.4799999999999898,783.5,1.0192531521720887
2022-04-14,S001,P0001,Electronics,South,241,108,126,83.64,20,Sunny,0,79.51,Spring,2022,4,3,15,0,204.85714285714286,149.92857142857142,115.92012849577156,279.0,26.0,85.0,78.0,149.0,4.1299999999999955,1672.8,1.0519430195015695
2022-04-15,S001,P0001,Toys,West,136,32,165,95.63,10,Sunny,1,90.95,Winter,2022,4,4,15,0,216.57142857142858,151.57142857142858,97.51556652291835,108.0,130.0,101.0,230.0,259.0,4.679999999999993,956.3,1.0514567288117944
2022-04-16,S001,P0001,Groceries,East,445,183,43,74.81,10,Cloudy,0,78.85,Spring,2022,4,5,15,1,202.57142857142858,146.64285714285714,117.08665899360913,32.0,121.0,70.0,89.0,111.0,-4.039999999999992,748.1,0.9487633546273488
2022-04-17,S001,P0001,Toys,West,396,365,109,68.35,5,Cloudy,0,71.54,Summer,2022,4,6,15,1,211.42857142857142,154.71428571428572,112.12769081551197,183.0,282.0,32.0,150.0,373.0,-3.190000000000012,341.75,0.9554094275357242
2022-04-18,S001,P0001,Groceries,South,319,47,185,53.83,20,Rainy,0,50.51,Winter,2022,4,0,16,0,223.28571428571428,178.5,124.5360915367031,365.0,358.0,54.0,285.0,31.0,3.3200000000000003,1076.6,1.0657293475095333
2022-04-19,S001,P0001,Electronics,North,60,41,195,66.6,15,Rainy,1,62.37,Winter,2022,4,1,16,0,178.85714285714286,178.0,123.94007768733587,47.0,238.0,165.0,40.0,27.0,4.229999999999997,998.9999999999999,1.0678208966136127
2022-04-20,S001,P0001,Furniture,North,164,51,131,14.9,20,Cloudy,1,13.27,Summer,2022,4,2,16,0,150.71428571428572,169.14285714285714,130.46674453120772,41.0,279.0,158.0,58.0,27.0,1.6300000000000008,298.0,1.1228326127862753
2022-04-21,S001,P0001,Furniture,North,320,107,27,84.81,0,Rainy,1,87.15,Winter,2022,4,3,16,0,118.14285714285714,161.5,121.23589755985167,51.0,108.0,26.0,114.0,166.0,-2.3400000000000034,0.0,0.9731496301606849
2022-04-22,S001,P0001,Groceries,West,407,405,68,93.83,15,Snowy,0,97.11,Autumn,2022,4,4,16,0,118.0,167.28571428571428,121.25042955250368,107.0,32.0,130.0,21.0,337.0,-3.280000000000001,1407.45,0.9662237703404623
2022-04-23,S001,P0001,Electronics,East,291,212,97,36.5,15,Sunny,1,41.26,Spring,2022,4,5,16,1,171.28571428571428,186.92857142857142,154.54634071556475,405.0,183.0,121.0,35.0,191.0,-4.759999999999998,547.5,0.8846338137096913
2022-04-24,S001,P0001,Toys,South,81,14,59,20.46,15,Snowy,1,23.22,Winter,2022,4,6,16,1,175.42857142857142,193.42857142857142,155.2995569245205,212.0,365.0,282.0,31.0,129.0,-2.759999999999998,306.90000000000003,0.8811365714312785
2022-04-25,S001,P0001,Clothing,West,52,45,32,71.32,5,Cloudy,1,73.35,Spring,2022,4,0,17,0,125.28571428571429,174.28571428571428,139.77924772740081,14.0,47.0,358.0,4.0,177.0,-2.030000000000001,356.59999999999997,0.9723243391514192
2022-04-26,S001,P0001,Groceries,South,489,452,98,29.14,10,Cloudy,0,29.25,Winter,2022,4,1,17,0,125.0,151.92857142857142,139.9678534521409,45.0,41.0,238.0,289.0,214.0,-0.10999999999999943,291.4,0.9962389756447947
2022-04-27,S001,P0001,Electronics,South,422,288,52,43.71,15,Cloudy,0,44.73,Summer,2022,4,2,17,0,183.71428571428572,167.21428571428572,179.48418155528756,452.0,51.0,279.0,49.0,106.0,-1.019999999999996,655.65,0.9771962939422549
2022-04-28,S001,P0001,Groceries,South,348,334,167,47.06,10,Rainy,1,49.09,Autumn,2022,4,3,17,0,217.57142857142858,167.85714285714286,172.4943063242544,288.0,107.0,108.0,3.0,68.0,-2.030000000000001,470.6,0.9586471870753336
2022-04-29,S001,P0001,Groceries,South,319,27,121,34.81,0,Rainy,1,38.71,Winter,2022,4,4,17,0,250.0,184.0,169.55530071336608,334.0,405.0,32.0,136.0,344.0,-3.8999999999999986,0.0,0.8992506072718658
2022-04-30,S001,P0001,Toys,South,162,149,71,20.41,20,Cloudy,0,23.49,Summer,2022,4,5,17,1,196.0,183.64285714285714,172.13657368496675,27.0,212.0,183.0,85.0,28.0,-3.0799999999999983,408.2,0.8688800047339273
2022-05-01,S001,P0001,Electronics,East,125,0,117,36.91,10,Cloudy,0,37.85,Spring,2022,5,6,17,1,187.0,181.21428571428572,172.806249886976,149.0,14.0,365.0,101.0,93.0,-0.9400000000000048,369.09999999999997,0.9751648678560453
2022-05-02,S001,P0001,Toys,East,193,1,71,37.57,0,Rainy,1,37.35,Autumn,2022,5,0,18,0,185.0,155.14285714285714,175.2065447788219,0.0,45.0,47.0,70.0,36.0,0.21999999999999886,0.0,1.005889958262394
2022-05-03,S001,P0001,Toys,East,231,18,92,47.42,20,Sunny,1,50.88,Winter,2022,5,1,18,0,178.71428571428572,151.85714285714286,181.73397617187075,1.0,452.0,41.0,32.0,284.0,-3.460000000000001,948.4000000000001,0.9319966721704653
2022-05-04,S001,P0001,Furniture,West,383,127,131,30.44,20,Cloudy,0,25.63,Spring,2022,5,2,18,0,116.71428571428571,150.21428571428572,142.82823517044778,18.0,288.0,51.0,54.0,282.0,4.810000000000002,608.8000000000001,1.1876702350096626
2022-05-05,S001,P0001,Toys,South,252,49,172,21.29,20,Rainy,0,23.42,Autumn,2022,5,3,18,0,93.71428571428571,155.64285714285714,122.10885073806651,127.0,334.0,107.0,165.0,192.0,-2.1300000000000026,425.79999999999995,0.9090517040769837
2022-05-06,S001,P0001,Groceries,South,253,26,79,87.62,10,Rainy,1,89.03,Spring,2022,5,4,18,0,53.0,151.5,60.72067193304079,49.0,27.0,405.0,158.0,348.0,-1.4099999999999966,876.2,0.9841625312633346
2022-05-07,S001,P0001,Furniture,East,334,39,150,65.44,20,Sunny,1,69.95,Winter,2022,5,5,18,1,52.857142857142854,124.42857142857143,60.79317004244384,26.0,149.0,212.0,26.0,32.0,-4.510000000000005,1308.8,0.9355252415260554
2022-05-08,S001,P0001,Clothing,South,103,6,120,30.86,5,Snowy,0,35.02,Spring,2022,5,6,18,1,37.142857142857146,112.07142857142857,43.57915622339218,39.0,0.0,14.0,130.0,26.0,-4.160000000000004,154.3,0.8812104850912377
2022-05-09,S001,P0001,Toys,West,195,173,94,55.13,15,Sunny,0,52.38,Winter,2022,5,0,19,0,38.0,111.5,42.77849927241446,6.0,1.0,45.0,121.0,147.0,2.75,826.95,1.0525007536271946
2022-05-10,S001,P0001,Toys,North,118,19,138,60.66,15,Snowy,0,55.68,Autumn,2022,5,1,19,0,62.57142857142857,120.64285714285714,62.729198790932685,173.0,18.0,452.0,282.0,141.0,4.979999999999997,909.9,1.0894394595115913
2022-05-11,S001,P0001,Toys,West,185,19,142,23.93,10,Rainy,1,25.74,Autumn,2022,5,2,19,0,62.714285714285715,89.71428571428571,62.611804759470594,19.0,127.0,288.0,358.0,194.0,-1.8099999999999987,239.3,0.9296810684999735
2022-05-12,S001,P0001,Electronics,East,426,10,25,94.22,0,Sunny,0,95.15,Winter,2022,5,3,19,0,47.285714285714285,70.5,57.20347974763477,19.0,49.0,334.0,238.0,95.0,-0.9300000000000068,0.0,0.9902258549421066
2022-05-13,S001,P0001,Groceries,North,496,357,36,14.24,5,Cloudy,0,12.13,Spring,2022,5,4,19,0,41.714285714285715,47.357142857142854,58.88325819142535,10.0,26.0,27.0,279.0,74.0,2.1099999999999994,71.2,1.1739479192515092
2022-05-14,S001,P0001,Furniture,East,470,226,137,61.31,10,Sunny,0,61.59,Autumn,2022,5,5,19,1,89.0,70.92857142857143,131.85218997043611,357.0,39.0,149.0,108.0,78.0,-0.28000000000000114,613.1,0.9954536458104163
2022-05-15,S001,P0001,Toys,South,392,213,189,39.12,5,Snowy,1,43.33,Spring,2022,5,6,19,1,115.71428571428571,76.42857142857143,138.79446949322133,226.0,6.0,0.0,32.0,230.0,-4.210000000000001,195.6,0.9028384715350861
2022-05-16,S001,P0001,Groceries,North,179,121,32,97.06,15,Sunny,1,97.63,Spring,2022,5,0,20,0,145.28571428571428,91.64285714285714,133.47248690986748,213.0,173.0,1.0,183.0,89.0,-0.5699999999999932,1455.9,0.9941615288168054
2022-05-17,S001,P0001,Electronics,East,264,191,192,82.48,15,Snowy,0,80.01,Spring,2022,5,1,20,0,137.85714285714286,100.21428571428571,133.11953096300147,121.0,19.0,18.0,365.0,150.0,2.469999999999999,1237.2,1.0308710122645903
2022-05-18,S001,P0001,Toys,South,373,148,22,22.09,20,Snowy,1,19.85,Winter,2022,5,2,20,0,162.42857142857142,112.57142857142857,123.01471069599374,191.0,19.0,127.0,47.0,285.0,2.2399999999999984,441.8,1.1128457869794524
2022-05-19,S001,P0001,Clothing,West,81,17,117,34.33,10,Sunny,0,32.74,Autumn,2022,5,3,20,0,180.85714285714286,114.07142857142857,106.50106192182398,148.0,10.0,49.0,41.0,40.0,1.5899999999999963,343.29999999999995,1.0485641268893928
2022-05-20,S001,P0001,Groceries,West,340,75,71,85.99,15,Cloudy,0,90.45,Autumn,2022,5,4,20,0,181.85714285714286,111.78571428571429,104.6461156651766,17.0,357.0,26.0,51.0,58.0,-4.460000000000008,1289.85,0.950690884390173
2022-05-21,S001,P0001,Clothing,East,494,314,20,75.6,0,Sunny,1,76.8,Winter,2022,5,5,20,1,141.57142857142858,115.28571428571429,76.4719058279076,75.0,226.0,39.0,107.0,114.0,-1.2000000000000028,0.0,0.9843748718261884
2022-05-22,S001,P0001,Furniture,North,175,46,196,73.44,5,Rainy,0,68.48,Winter,2022,5,6,20,1,154.14285714285714,134.92857142857142,97.11235515530201,314.0,213.0,6.0,405.0,21.0,4.959999999999994,367.2,1.0724297499372444
2022-05-23,S001,P0001,Clothing,East,114,66,46,19.09,5,Snowy,0,23.61,Spring,2022,5,0,21,0,130.28571428571428,137.78571428571428,100.69047337544608,46.0,121.0,173.0,212.0,35.0,-4.52,95.45,0.8085553542755806
2022-05-24,S001,P0001,Clothing,West,459,173,132,15.58,10,Snowy,1,11.36,Spring,2022,5,1,21,0,122.42857142857143,130.14285714285714,103.63856608884728,66.0,191.0,19.0,14.0,31.0,4.220000000000001,155.8,1.371477665952759
2022-05-25,S001,P0001,Toys,West,78,68,113,45.81,10,Cloudy,0,43.73,Spring,2022,5,2,21,0,119.85714285714286,141.14285714285714,101.86171765589617,173.0,148.0,19.0,45.0,4.0,2.0800000000000054,458.1,1.0475643614076466
2022-05-26,S001,P0001,Clothing,East,211,200,114,14.76,5,Sunny,1,14.03,Autumn,2022,5,3,21,0,108.42857142857143,144.64285714285714,102.66264679823442,68.0,17.0,10.0,452.0,289.0,0.7300000000000004,73.8,1.0520306115248672
2022-05-27,S001,P0001,Furniture,South,94,32,190,19.35,5,Cloudy,1,24.18,Summer,2022,5,4,21,0,134.57142857142858,158.21428571428572,98.7249666883663,200.0,75.0,357.0,288.0,49.0,-4.829999999999998,96.75,0.800247808003388
2022-05-28,S001,P0001,Toys,East,434,393,192,47.5,20,Sunny,0,45.41,Winter,2022,5,5,21,1,128.42857142857142,135.0,104.23348333246392,32.0,314.0,226.0,334.0,3.0,2.0900000000000034,950.0,1.0460248742512939
2022-05-29,S001,P0001,Furniture,West,94,11,20,68.32,0,Cloudy,0,72.05,Winter,2022,5,6,21,1,139.71428571428572,146.92857142857142,129.0073825868301,393.0,46.0,213.0,27.0,136.0,-3.730000000000004,0.0,0.9482302639513859
2022-05-30,S001,P0001,Toys,West,372,307,75,15.94,0,Rainy,1,16.59,Spring,2022,5,0,22,0,134.71428571428572,132.5,133.83287374646815,11.0,66.0,121.0,149.0,85.0,-0.6500000000000004,0.0,0.9608191917907223
2022-05-31,S001,P0001,Clothing,East,111,109,166,52.95,10,Snowy,1,50.25,Spring,2022,5,1,22,0,169.14285714285714,145.78571428571428,143.8348921175811,307.0,173.0,191.0,0.0,101.0,2.700000000000003,529.5,1.0537311335858441
2022-06-01,S001,P0001,Toys,North,461,198,119,11.52,15,Rainy,1,8.27,Spring,2022,6,2,22,0,160.0,139.92857142857142,145.57243328780805,109.0,68.0,148.0,1.0,70.0,3.25,172.79999999999998,1.3929850145283984
2022-06-02,S001,P0001,Clothing,West,386,385,144,98.99,10,Snowy,1,96.79,Spring,2022,6,3,22,0,178.57142857142858,143.5,140.06767072009293,198.0,200.0,17.0,18.0,32.0,2.1999999999999886,989.9,1.0227295151638065
2022-06-03,S001,P0001,Clothing,North,53,25,147,54.62,10,Rainy,0,58.21,Winter,2022,6,4,22,0,205.0,169.78571428571428,160.7161058097995,385.0,32.0,75.0,127.0,54.0,-3.5900000000000034,546.1999999999999,0.938326586784644
2022-06-04,S001,P0001,Electronics,West,72,48,71,67.67,20,Cloudy,0,66.42,Winter,2022,6,5,22,1,204.0,166.21428571428572,161.9886827322617,25.0,393.0,314.0,49.0,165.0,1.25,1353.4,1.0188194792503042
2022-06-05,S001,P0001,Groceries,West,265,164,57,84.43,15,Sunny,0,80.65,Summer,2022,6,6,22,1,154.71428571428572,147.21428571428572,146.6591448287653,48.0,11.0,46.0,26.0,158.0,3.780000000000001,1266.45,1.0468690580447542
2022-06-06,S001,P0001,Furniture,North,219,113,107,94.24,15,Rainy,0,96.41,Spring,2022,6,0,23,0,176.57142857142858,155.64285714285714,132.3768070608256,164.0,307.0,66.0,39.0,26.0,-2.1700000000000017,1413.6,0.977491860025738
2022-06-07,S001,P0001,Groceries,East,256,237,25,92.79,5,Cloudy,0,97.71,Autumn,2022,6,1,23,0,148.85714285714286,159.0,120.27389377503962,113.0,109.0,173.0,6.0,130.0,-4.9199999999999875,463.95000000000005,0.9496468171480078
2022-06-08,S001,P0001,Groceries,East,209,90,93,98.92,10,Rainy,0,103.21,Spring,2022,6,2,23,0,167.14285714285714,163.57142857142858,122.90569361835732,237.0,198.0,68.0,173.0,121.0,-4.289999999999992,989.2,0.9584341673835707
2022-06-09,S001,P0001,Toys,South,403,259,85,15.22,10,Sunny,0,17.12,Autumn,2022,6,3,23,0,151.71428571428572,165.14285714285714,125.14486843350025,90.0,385.0,200.0,19.0,282.0,-1.9000000000000004,152.20000000000002,0.8890181723024695
2022-06-10,S001,P0001,Clothing,North,163,158,152,51.57,5,Rainy,0,55.42,Spring,2022,6,4,23,0,133.71428571428572,169.35714285714286,90.173377973979,259.0,25.0,32.0,19.0,358.0,-3.8500000000000014,257.85,0.930530326501204
2022-06-11,S001,P0001,Groceries,East,374,254,25,13.91,5,Rainy,0,10.4,Spring,2022,6,5,23,1,152.71428571428572,178.35714285714286,76.41054527073747,158.0,48.0,393.0,10.0,238.0,3.51,69.55,1.3374987139435444
2022-06-12,S001,P0001,Clothing,South,469,315,132,37.8,15,Cloudy,1,35.55,Winter,2022,6,6,23,1,182.14285714285714,168.42857142857142,68.63290894662843,254.0,164.0,11.0,357.0,279.0,2.25,567.0,1.0632908401432235
2022-06-13,S001,P0001,Electronics,West,91,58,193,55.8,20,Snowy,0,58.37,Autumn,2022,6,0,24,0,203.71428571428572,190.14285714285714,83.99149616819213,315.0,113.0,307.0,226.0,108.0,-2.5700000000000003,1116.0,0.9559703690302606
2022-06-14,S001,P0001,Clothing,East,133,109,121,35.77,5,Sunny,1,32.59,Summer,2022,6,1,24,0,195.85714285714286,172.35714285714286,95.65463670836624,58.0,237.0,109.0,213.0,32.0,3.1799999999999997,178.85000000000002,1.0975756067580218
2022-06-15,S001,P0001,Electronics,South,124,98,52,91.53,15,Snowy,0,90.63,Spring,2022,6,2,24,0,177.57142857142858,172.35714285714286,98.66586228758342,109.0,90.0,198.0,121.0,183.0,0.9000000000000057,1372.95,1.0099303751593982
2022-06-16,S001,P0001,Furniture,West,290,260,158,59.27,20,Rainy,1,61.2,Autumn,2022,6,3,24,0,178.71428571428572,165.21428571428572,97.5221586541819,98.0,259.0,385.0,191.0,365.0,-1.9299999999999997,1185.4,0.9684638940418473
2022-06-17,S001,P0001,Furniture,East,289,53,41,75.73,15,Sunny,0,78.27,Winter,2022,6,4,24,0,178.85714285714286,156.28571428571428,97.66000302312194,260.0,158.0,25.0,148.0,47.0,-2.539999999999992,1135.95,0.9675481068674963
2022-06-18,S001,P0001,Furniture,North,390,31,68,25.77,15,Snowy,1,23.18,Spring,2022,6,5,24,1,163.85714285714286,158.28571428571428,108.82314179656909,53.0,254.0,48.0,17.0,41.0,2.59,386.55,1.1117337740579059
